DBSCAN-SWA	6721444105
Phage Finder	974083768
PhageBoost	189635
Phigaro	434199494
PhiSpy	31838068
ProphET	2338126044
Seeker	434245652
VirSorter	16321295663
VirSorter2	3219306960
VIBRANT	2139618400
